codigo,nombre,capitulo,escala,frecuencia
F035.PIB.FLU.R.CLP.1986.02.04.Z.07.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.03.Z.Z.07.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.04.Z.Z.07.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.05.Z.Z.07.0.A,"Electricidad, gas y agua",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.06.Z.Z.07.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.07.Z.Z.07.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.08.Z.Z.07.0.A,Transportes y comunicaciones,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.09.21.27.07.0.A,Servicios financieros,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.10.Z.Z.07.0.A,Propiedad de vivienda,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.11.Z.Z.07.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.12.Z.Z.07.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.IMB.FLU.R.CLP.1986.13.Z.Z.07.0.A,Menos: imputaciones bancarias,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.01.Z.Z.08.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.02.04.Z.08.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.03.Z.Z.08.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.04.Z.Z.08.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.05.Z.Z.08.0.A,"Electricidad, gas y agua",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.06.Z.Z.08.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.07.Z.Z.08.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.08.Z.Z.08.0.A,Transportes y comunicaciones,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.09.21.27.08.0.A,Servicios financieros,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.10.Z.Z.08.0.A,Propiedad de vivienda,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.11.Z.Z.08.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.12.Z.Z.08.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.IMB.FLU.R.CLP.1986.13.Z.Z.08.0.A,Menos: imputaciones bancarias,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.01.Z.Z.09.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.02.04.Z.09.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.03.Z.Z.09.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.04.Z.Z.09.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.05.Z.Z.09.0.A,"Electricidad, gas y agua",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.06.Z.Z.09.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.07.Z.Z.09.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.08.Z.Z.09.0.A,Transportes y comunicaciones,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.09.21.27.09.0.A,Servicios financieros,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.10.Z.Z.09.0.A,Propiedad de vivienda,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.11.Z.Z.09.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.12.Z.Z.09.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.IMB.FLU.R.CLP.1986.13.Z.Z.09.0.A,Menos: imputaciones bancarias,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.01.Z.Z.10.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.02.04.Z.10.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.03.Z.Z.10.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.04.Z.Z.10.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.05.Z.Z.10.0.A,"Electricidad, gas y agua",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.06.Z.Z.10.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.07.Z.Z.10.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.08.Z.Z.10.0.A,Transportes y comunicaciones,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.09.21.27.10.0.A,Servicios financieros,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.10.Z.Z.10.0.A,Propiedad de vivienda,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.11.Z.Z.10.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.12.Z.Z.10.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.IMB.FLU.R.CLP.1986.13.Z.Z.10.0.A,Menos: imputaciones bancarias,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.01.Z.Z.11.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.02.04.Z.11.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.03.Z.Z.11.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.04.Z.Z.11.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.05.Z.Z.11.0.A,"Electricidad, gas y agua",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.06.Z.Z.11.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.07.Z.Z.11.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.08.Z.Z.11.0.A,Transportes y comunicaciones,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.09.21.27.11.0.A,Servicios financieros,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.10.Z.Z.11.0.A,Propiedad de vivienda,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.11.Z.Z.11.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.12.Z.Z.11.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.IMB.FLU.R.CLP.1986.13.Z.Z.11.0.A,Menos: imputaciones bancarias,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.01.Z.Z.12.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.02.04.Z.12.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.03.Z.Z.12.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.04.Z.Z.12.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.05.Z.Z.12.0.A,"Electricidad, gas y agua",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.06.Z.Z.12.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.07.Z.Z.12.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.08.Z.Z.12.0.A,Transportes y comunicaciones,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.09.21.27.12.0.A,Servicios financieros,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.10.Z.Z.12.0.A,Propiedad de vivienda,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.11.Z.Z.12.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.1986.12.Z.Z.12.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.IMB.FLU.R.CLP.1986.13.Z.Z.12.0.A,Menos: imputaciones bancarias,Cuentas Nacionales,sectorial-regional,A
F032.PIB.FLU.N.CLP.1977.01.Z.0.A,Agropecuario-silvícola,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.02.Z.0.A,Pesca,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.03.Z.0.A,Minería,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.04.Z.0.A,Industria Manufacturera,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.05.Z.0.A,"Electricidad, gas y agua",Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.06.Z.0.A,Construcción,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.07.Z.0.A,Comercio,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.08.Z.0.A,Transporte y comunicaciones,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.09.Z.0.A,Servicios Financieros,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.10.Z.0.A,Propiedad de vivienda,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.11.Z.0.A,Servicios personales,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.12.Z.0.A,Administración pública,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.13.Z.0.A,Menos: Costo imputado a los Servicios Bancarios,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.14.Z.0.A,PIB a costo de factores,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.15.Z.0.A,Más: Tributación a las Importaciones,Cuentas Nacionales,nacional,A
F032.PIB.FLU.N.CLP.1977.Z.Z.0.A,PIB a precios de mercado.,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.01.Z.0.A,Agropecuario-silvícola,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.02.Z.0.A,Pesca,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.03.Z.0.A,Minería,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.04.Z.0.A,Industria Manufacturera,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.05.Z.0.A,"Electricidad, gas y agua",Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.06.Z.0.A,Construcción,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.07.Z.0.A,Comercio,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.08.Z.0.A,Transporte y comunicaciones,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.09.Z.0.A,Servicios Financieros,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.10.Z.0.A,Propiedad de vivienda,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.11.Z.0.A,Servicios personales,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.12.Z.0.A,Administración pública,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.13.Z.0.A,Menos: Costo imputado a los Servicios Bancarios,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.14.Z.0.A,PIB a costo de factores,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.15.Z.0.A,Más: Tributación a las Importaciones,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.1977.Z.Z.0.A,PIB a precios de mercado.,Cuentas Nacionales,nacional,A
F033.CPR.FLU.N.CLP.1977.0.A,Gasto en Consumo Final de Hogares e Instituciones Privadas sin Fines de Lucro.,Cuentas Nacionales,nacional,A
F033.COG.FLU.N.CLP.1977.0.A,Gasto en Consumo Final de Gobierno,Cuentas Nacionales,nacional,A
F033.FKF.FLU.N.CLP.1977.0.A,Formación bruta de capital fijo,Cuentas Nacionales,nacional,A
F033.FKK.FLU.N.CLP.1977.0.A,Construcción y otras obras,Cuentas Nacionales,nacional,A
F033.FKO.FLU.N.CLP.1977.0.A,Maquinarias y equipos,Cuentas Nacionales,nacional,A
F033.FKN.FLU.N.CLP.1977.0.A,Maquinarias y equipos: Nacional,Cuentas Nacionales,nacional,A
F033.FKI.FLU.N.CLP.1977.0.A,Maquinarias y equipos: Importada,Cuentas Nacionales,nacional,A
F033.XBS.FLU.N.CLP.1977.0.A,Exportaciones de bienes y servicios,Cuentas Nacionales,nacional,A
F033.IBS.FLU.N.CLP.1977.0.A,Importaciones de bienes y servicios,Cuentas Nacionales,nacional,A
F033.PIB.FLU.N.CLP.1977.0.A,PIB,Cuentas Nacionales,nacional,A
F033.IKF.TAS.N.Z.1977.0.A,Tasa de Inversión en Capital Fijo.,Cuentas Nacionales,nacional,A
F033.CPR.FLU.R.CLP.1977.0.A,Gasto en Consumo Final de Hogares e Instituciones Privadas sin Fines de Lucro.,Cuentas Nacionales,nacional,A
F033.COG.FLU.R.CLP.1977.0.A,Gasto en Consumo Final de Gobierno,Cuentas Nacionales,nacional,A
F033.FKF.FLU.R.CLP.1977.0.A,Formación bruta de capital fijo,Cuentas Nacionales,nacional,A
F033.FKK.FLU.R.CLP.1977.0.A,Construcción y otras obras,Cuentas Nacionales,nacional,A
F033.FKO.FLU.R.CLP.1977.0.A,Maquinarias y equipos,Cuentas Nacionales,nacional,A
F033.FKN.FLU.R.CLP.1977.0.A,Maquinarias y equipos: Nacional,Cuentas Nacionales,nacional,A
F033.FKI.FLU.R.CLP.1977.0.A,Maquinarias y equipos: Importada,Cuentas Nacionales,nacional,A
F033.XBS.FLU.R.CLP.1977.0.A,Exportaciones de bienes y servicios,Cuentas Nacionales,nacional,A
F033.IBS.FLU.R.CLP.1977.0.A,Importaciones de bienes y servicios,Cuentas Nacionales,nacional,A
F033.PIB.FLU.R.CLP.1977.0.A,Producto Interno Bruto.,Cuentas Nacionales,nacional,A
F033.IKF.TAS.R.Z.1977.0.A,Tasa de Inversión en Capital Fijo.,Cuentas Nacionales,nacional,A
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.Z.Z.Z.0.M,"Monto vigente total, total",Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.FXT.Z.Z.0.M,FX,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.CLPUSD.Z.Z.0.M,USD-CLP,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.CLPOME.Z.Z.0.M,OME-CLP,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.CLFUSD.Z.Z.0.M,USD-CLF,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.CLFOME.Z.Z.0.M,OME-CLF,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.MEME.Z.Z.0.M,ME-ME,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.MLML.R.Z.0.M,Inflación CLF-CLP,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.Z.MMUSD.IRT.Z.Z.0.M,Tasas de interés,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.SWP.MMUSD.SPC.Z.Z.0.M,SPC CLP,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.SWP.MMUSD.SPCR.Z.Z.0.M,SPC CLF,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.SWP.MMUSD.EFV.Z.Z.0.M,"Tasa extranjera, fijo-variable",Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.SWP.MMUSD.EOIS.Z.Z.0.M,"Tasa extranjera, OIS",Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.TOT.SWP.MMUSD.EBS.Z.Z.0.M,Basis swaps,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.Z.Z.Z.0.M,"Monto transado total, total",Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.FXT.Z.Z.0.M,FX,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.CLPUSD.Z.Z.0.M,USD-CLP,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.CLPOME.Z.Z.0.M,OME-CLP,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.CLFUSD.Z.Z.0.M,USD-CLF,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.CLFOME.Z.Z.0.M,OME-CLF,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.MEME.Z.Z.0.M,ME-ME,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.MLML.Z.Z.0.M,Inflación CLF-CLP,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.IRT.Z.Z.0.M,Tasas de interés,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.SWP.MMUSD.SPC.Z.Z.0.M,SPC CLP,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.SWP.MMUSD.SPCR.C.Z.0.M,SPC CLF,Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.SWP.MMUSD.EFV.Z.Z.0.M,"Tasa extranjera, fijo-variable",Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.SWP.MMUSD.EOIS.Z.Z.0.M,"Tasa extranjera, OIS",Derivados y Spot,nacional,M
F099.DER.FLU.Z.40.Z.Z.TOT.SWP.MMUSD.EBS.Z.Z.0.M,Basis swaps,Derivados y Spot,nacional,M
F099.DER.STO.Z.42.Z.Z.TOT.Z.MMUSD.Z.Z.Z.0.M,"Monto vigente total, total",Derivados y Spot,nacional,M
F099.DER.STO.Z.42.Z.Z.TOT.Z.MMUSD.FXT.Z.Z.0.M,FX,Derivados y Spot,nacional,M
F099.DER.STO.Z.42.Z.Z.TOT.Z.MMUSD.MEME.Z.Z.0.M,ME-ME,Derivados y Spot,nacional,M
F099.DER.STO.Z.42.Z.Z.TOT.Z.MMUSD.MLME.Z.Z.0.M,ME-ML,Derivados y Spot,nacional,M
F099.DER.STO.Z.42.Z.Z.TOT.Z.MMUSD.MLML.R.Z.0.M,Inflación CLF-CLP,Derivados y Spot,nacional,M
F099.DER.STO.Z.42.Z.Z.TOT.Z.MMUSD.IRT.Z.Z.0.M,Tasa de interés,Derivados y Spot,nacional,M
F099.DER.STO.Z.42.Z.Z.TOT.SWP.MMUSD.SPC.R.Z.0.M,SPC-CLP,Derivados y Spot,nacional,M
F099.DER.STO.Z.42.Z.Z.TOT.SWP.MMUSD.EXT.Z.Z.0.M,Tasas extranjeras,Derivados y Spot,nacional,M
F099.DER.FLU.Z.42.Z.Z.TOT.Z.MMUSD.Z.Z.Z.0.M,"Monto transado total, total",Derivados y Spot,nacional,M
F099.DER.FLU.Z.42.Z.Z.TOT.Z.MMUSD.FXT.Z.Z.0.M,FX,Derivados y Spot,nacional,M
F099.DER.FLU.Z.42.Z.Z.TOT.Z.MMUSD.MLME.Z.Z.0.M,ME-ML,Derivados y Spot,nacional,M
F099.DER.FLU.Z.42.Z.Z.TOT.Z.MMUSD.MEME.Z.Z.0.M,ME-ME,Derivados y Spot,nacional,M
F099.DER.FLU.Z.42.Z.Z.TOT.Z.MMUSD.MLML.R.Z.0.M,Inflación CLF-CLP,Derivados y Spot,nacional,M
F099.DER.FLU.Z.42.Z.Z.TOT.Z.MMUSD.IRT.Z.Z.0.M,Tasa de interés,Derivados y Spot,nacional,M
F099.DER.FLU.Z.42.Z.Z.TOT.SWP.MMUSD.SPC.R.Z.0.M,SPC-CLP,Derivados y Spot,nacional,M
F099.DER.FLU.Z.42.Z.Z.TOT.SWP.MMUSD.EXT.Z.Z.0.M,Tasas extranjeras,Derivados y Spot,nacional,M
F099.DER.STO.Z.40.Z.Z.NET.Z.MMUSD.MLME.Z.Z.0.D,"Monto vigente neto, total, ME-ML",Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.63.NET.Z.MMUSD.MLME.Z.Z.0.D,Residentes no bancos,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.42.NET.Z.MMUSD.MLME.Z.Z.0.D,Fondos de pensiones,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.55A.NET.Z.MMUSD.MLME.Z.Z.0.D,Empresas sector real,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.44.NET.Z.MMUSD.MLME.Z.Z.0.D,Compañías de seguros,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.39.NET.Z.MMUSD.MLME.Z.Z.0.D,Corredoras de bolsa y agencias de valores,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.38.NET.Z.MMUSD.MLME.Z.Z.0.D,Administradoras generales de fondos,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.50.NET.Z.MMUSD.MLME.Z.Z.0.D,Otros sectores,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.Z.MMUSD.MLME.Z.Z.0.D,No residentes,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.Z.Z.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,"Monto vigente neto, total, USD-CLP",Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.63.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,Residentes no bancos,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.42.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,Fondos de pensiones,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.55A.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,Empresas sector real,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.44.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,Compañías de seguros,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.39.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,Corredoras de bolsa y agencias de valores,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.38.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,Administradoras generales de fondos,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.R.50.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,Otros sectores,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.Z.MMUSD.CLPUSD.Z.Z.0.D,No residentes,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.NDF.MMUSD.CLPUSD.C.Z.0.D,"Monto vigente neto, total, USD-CLP",Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.NDF.MMUSD.CLPUSD.C.P17.0.D,Hasta 7 días,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.NDF.MMUSD.CLPUSD.C.P835.0.D,8 a 35 días,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.NDF.MMUSD.CLPUSD.C.P3695.0.D,36 a 95 días,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.NDF.MMUSD.CLPUSD.C.P96185.0.D,96 a 185 días,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.NDF.MMUSD.CLPUSD.C.P186370.0.D,186 a 370 días,Derivados y Spot,nacional,D
F099.DER.STO.Z.40.N.NR.NET.NDF.MMUSD.CLPUSD.C.MA01.0.D,Mayor a 370 días,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.Z.Z.TOT.Z.MMUSD.MLME.Z.Z.0.D,"Monto transado total, total, ME-ML",Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.40.TOT.Z.MMUSD.MLME.Z.Z.0.D,Interbancario,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.Z.Z.COM.Z.MMUSD.MLME.Z.Z.0.D,Compras,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.Z.Z.VTA.Z.MMUSD.MLME.Z.Z.0.D,Ventas,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.Z.Z.NET.Z.MMUSD.MLME.Z.Z.0.D,Neto,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.N.NR.COM.SWP.MMMCLP.SPC.C.MA02.P.D,Sectores,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.63.TOT.Z.MMUSD.MLME.Z.Z.0.D,Residentes no bancos,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.63.COM.Z.MMUSD.MLME.Z.Z.0.D,Compras,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.63.VTA.Z.MMUSD.MLME.Z.Z.0.D,Ventas,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.63.NET.Z.MMUSD.MLME.Z.Z.0.D,Neto,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.42.TOT.Z.MMUSD.MLME.Z.Z.0.D,Fondos de pensiones,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.42.COM.Z.MMUSD.MLME.Z.Z.0.D,Compras,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.42.VTA.Z.MMUSD.MLME.Z.Z.0.D,Ventas,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.42.NET.Z.MMUSD.MLME.Z.Z.0.D,Neto,Derivados y Spot,nacional,D
F099.DER.FLU.Z.40.R.55A.TOT.Z.MMUSD.MLME.Z.Z.0.D,Empresas sector real,Derivados y Spot,nacional,D
