anio,region_id,region_display,indicador,medida,unidad,valor,unidad_original,dimension,agregacion
2021,01,Tarapacá,mora_consumo,tasa,%,1.8769146206283216,% de la cartera de consumo,tasa,promedio
2022,01,Tarapacá,mora_consumo,tasa,%,1.1651536922289658,% de la cartera de consumo,tasa,promedio
2023,01,Tarapacá,mora_consumo,tasa,%,1.73311506963167,% de la cartera de consumo,tasa,promedio
2024,01,Tarapacá,mora_consumo,tasa,%,2.1495385317123565,% de la cartera de consumo,tasa,promedio
2025,01,Tarapacá,mora_consumo,tasa,%,1.4979214296117906,% de la cartera de consumo,tasa,promedio
2009,02,Antofagasta,mora_consumo,tasa,%,1.3131008241691675,% de la cartera de consumo,tasa,promedio
2010,02,Antofagasta,mora_consumo,tasa,%,1.9224667772774933,% de la cartera de consumo,tasa,promedio
2011,02,Antofagasta,mora_consumo,tasa,%,1.826842138376011,% de la cartera de consumo,tasa,promedio
2012,02,Antofagasta,mora_consumo,tasa,%,1.6584459390258768,% de la cartera de consumo,tasa,promedio
2013,02,Antofagasta,mora_consumo,tasa,%,1.5431365510066335,% de la cartera de consumo,tasa,promedio
2014,02,Antofagasta,mora_consumo,tasa,%,1.9478274641598132,% de la cartera de consumo,tasa,promedio
2015,02,Antofagasta,mora_consumo,tasa,%,1.7445211539366843,% de la cartera de consumo,tasa,promedio
2016,02,Antofagasta,mora_consumo,tasa,%,1.7522024639993357,% de la cartera de consumo,tasa,promedio
2017,02,Antofagasta,mora_consumo,tasa,%,2.167850359973045,% de la cartera de consumo,tasa,promedio
2018,02,Antofagasta,mora_consumo,tasa,%,2.290391865976917,% de la cartera de consumo,tasa,promedio
2019,02,Antofagasta,mora_consumo,tasa,%,2.618438912807138,% de la cartera de consumo,tasa,promedio
2020,02,Antofagasta,mora_consumo,tasa,%,3.3855455047111302,% de la cartera de consumo,tasa,promedio
2021,02,Antofagasta,mora_consumo,tasa,%,2.451642695926426,% de la cartera de consumo,tasa,promedio
2022,02,Antofagasta,mora_consumo,tasa,%,1.566199085644609,% de la cartera de consumo,tasa,promedio
2023,02,Antofagasta,mora_consumo,tasa,%,1.8746738582140017,% de la cartera de consumo,tasa,promedio
2024,02,Antofagasta,mora_consumo,tasa,%,2.1482805067426467,% de la cartera de consumo,tasa,promedio
2025,02,Antofagasta,mora_consumo,tasa,%,1.6152144934845867,% de la cartera de consumo,tasa,promedio
2009,03,Atacama,mora_consumo,tasa,%,1.4562001149846548,% de la cartera de consumo,tasa,promedio
2010,03,Atacama,mora_consumo,tasa,%,1.9624047922086776,% de la cartera de consumo,tasa,promedio
2011,03,Atacama,mora_consumo,tasa,%,1.84549624603898,% de la cartera de consumo,tasa,promedio
2012,03,Atacama,mora_consumo,tasa,%,1.5917908546104342,% de la cartera de consumo,tasa,promedio
2013,03,Atacama,mora_consumo,tasa,%,1.528264232770085,% de la cartera de consumo,tasa,promedio
2014,03,Atacama,mora_consumo,tasa,%,1.4963053694670707,% de la cartera de consumo,tasa,promedio
2015,03,Atacama,mora_consumo,tasa,%,1.4023742282817209,% de la cartera de consumo,tasa,promedio
2016,03,Atacama,mora_consumo,tasa,%,1.52898171982422,% de la cartera de consumo,tasa,promedio
2017,03,Atacama,mora_consumo,tasa,%,1.67669200970007,% de la cartera de consumo,tasa,promedio
2018,03,Atacama,mora_consumo,tasa,%,1.6515853028324374,% de la cartera de consumo,tasa,promedio
2019,03,Atacama,mora_consumo,tasa,%,1.698810571889985,% de la cartera de consumo,tasa,promedio
2020,03,Atacama,mora_consumo,tasa,%,2.00404570655645,% de la cartera de consumo,tasa,promedio
2021,03,Atacama,mora_consumo,tasa,%,1.3365945725401558,% de la cartera de consumo,tasa,promedio
2022,03,Atacama,mora_consumo,tasa,%,1.0072240043027558,% de la cartera de consumo,tasa,promedio
2023,03,Atacama,mora_consumo,tasa,%,1.562724340510086,% de la cartera de consumo,tasa,promedio
2024,03,Atacama,mora_consumo,tasa,%,1.8122742830251244,% de la cartera de consumo,tasa,promedio
2025,03,Atacama,mora_consumo,tasa,%,1.3961004212849584,% de la cartera de consumo,tasa,promedio
2009,04,Coquimbo,mora_consumo,tasa,%,1.6073403241499484,% de la cartera de consumo,tasa,promedio
2010,04,Coquimbo,mora_consumo,tasa,%,2.0524320169150725,% de la cartera de consumo,tasa,promedio
2011,04,Coquimbo,mora_consumo,tasa,%,1.7194589683220158,% de la cartera de consumo,tasa,promedio
2012,04,Coquimbo,mora_consumo,tasa,%,1.453434735159714,% de la cartera de consumo,tasa,promedio
2013,04,Coquimbo,mora_consumo,tasa,%,1.4064326211366618,% de la cartera de consumo,tasa,promedio
2014,04,Coquimbo,mora_consumo,tasa,%,1.2682878552481267,% de la cartera de consumo,tasa,promedio
2015,04,Coquimbo,mora_consumo,tasa,%,1.2948410899591807,% de la cartera de consumo,tasa,promedio
2016,04,Coquimbo,mora_consumo,tasa,%,1.3881172792278924,% de la cartera de consumo,tasa,promedio
2017,04,Coquimbo,mora_consumo,tasa,%,1.5137073468222315,% de la cartera de consumo,tasa,promedio
2018,04,Coquimbo,mora_consumo,tasa,%,1.6514202639607591,% de la cartera de consumo,tasa,promedio
2019,04,Coquimbo,mora_consumo,tasa,%,1.9372836510482359,% de la cartera de consumo,tasa,promedio
2020,04,Coquimbo,mora_consumo,tasa,%,2.5525528231294765,% de la cartera de consumo,tasa,promedio
2021,04,Coquimbo,mora_consumo,tasa,%,1.9583201820992482,% de la cartera de consumo,tasa,promedio
2022,04,Coquimbo,mora_consumo,tasa,%,1.5001128336786909,% de la cartera de consumo,tasa,promedio
2023,04,Coquimbo,mora_consumo,tasa,%,1.9147721015290042,% de la cartera de consumo,tasa,promedio
2024,04,Coquimbo,mora_consumo,tasa,%,2.161050481956963,% de la cartera de consumo,tasa,promedio
2025,04,Coquimbo,mora_consumo,tasa,%,1.732316953422684,% de la cartera de consumo,tasa,promedio
2009,05,Valparaíso,mora_consumo,tasa,%,1.5275460049085956,% de la cartera de consumo,tasa,promedio
2010,05,Valparaíso,mora_consumo,tasa,%,1.8836466148100266,% de la cartera de consumo,tasa,promedio
2011,05,Valparaíso,mora_consumo,tasa,%,1.6627698544517517,% de la cartera de consumo,tasa,promedio
2012,05,Valparaíso,mora_consumo,tasa,%,1.4930891373341602,% de la cartera de consumo,tasa,promedio
2013,05,Valparaíso,mora_consumo,tasa,%,1.494321621810471,% de la cartera de consumo,tasa,promedio
2014,05,Valparaíso,mora_consumo,tasa,%,1.4609200734729824,% de la cartera de consumo,tasa,promedio
2015,05,Valparaíso,mora_consumo,tasa,%,1.3647209707322876,% de la cartera de consumo,tasa,promedio
2016,05,Valparaíso,mora_consumo,tasa,%,1.2436740143064684,% de la cartera de consumo,tasa,promedio
2017,05,Valparaíso,mora_consumo,tasa,%,1.3664272395271742,% de la cartera de consumo,tasa,promedio
2018,05,Valparaíso,mora_consumo,tasa,%,1.4064240030156858,% de la cartera de consumo,tasa,promedio
2019,05,Valparaíso,mora_consumo,tasa,%,1.7110882752003873,% de la cartera de consumo,tasa,promedio
2020,05,Valparaíso,mora_consumo,tasa,%,2.1298996638797183,% de la cartera de consumo,tasa,promedio
2021,05,Valparaíso,mora_consumo,tasa,%,1.7842468255049957,% de la cartera de consumo,tasa,promedio
2022,05,Valparaíso,mora_consumo,tasa,%,1.3376948879625241,% de la cartera de consumo,tasa,promedio
2023,05,Valparaíso,mora_consumo,tasa,%,1.5519487778071877,% de la cartera de consumo,tasa,promedio
2024,05,Valparaíso,mora_consumo,tasa,%,1.8255736847842758,% de la cartera de consumo,tasa,promedio
2025,05,Valparaíso,mora_consumo,tasa,%,1.3725873864145735,% de la cartera de consumo,tasa,promedio
2009,06,O'Higgins,mora_consumo,tasa,%,1.4117208550901907,% de la cartera de consumo,tasa,promedio
2010,06,O'Higgins,mora_consumo,tasa,%,1.4419388996420535,% de la cartera de consumo,tasa,promedio
2011,06,O'Higgins,mora_consumo,tasa,%,1.3335182512081982,% de la cartera de consumo,tasa,promedio
2012,06,O'Higgins,mora_consumo,tasa,%,1.2417270290477616,% de la cartera de consumo,tasa,promedio
2013,06,O'Higgins,mora_consumo,tasa,%,1.3745433436685859,% de la cartera de consumo,tasa,promedio
2014,06,O'Higgins,mora_consumo,tasa,%,1.3122309363787032,% de la cartera de consumo,tasa,promedio
2015,06,O'Higgins,mora_consumo,tasa,%,1.2274770608112067,% de la cartera de consumo,tasa,promedio
2016,06,O'Higgins,mora_consumo,tasa,%,1.23723453500813,% de la cartera de consumo,tasa,promedio
2017,06,O'Higgins,mora_consumo,tasa,%,1.40061964391752,% de la cartera de consumo,tasa,promedio
2018,06,O'Higgins,mora_consumo,tasa,%,1.4468860287877658,% de la cartera de consumo,tasa,promedio
2019,06,O'Higgins,mora_consumo,tasa,%,1.6872370387857016,% de la cartera de consumo,tasa,promedio
2020,06,O'Higgins,mora_consumo,tasa,%,2.162965260925523,% de la cartera de consumo,tasa,promedio
2021,06,O'Higgins,mora_consumo,tasa,%,1.8791582291117266,% de la cartera de consumo,tasa,promedio
2022,06,O'Higgins,mora_consumo,tasa,%,1.5083096883906977,% de la cartera de consumo,tasa,promedio
2023,06,O'Higgins,mora_consumo,tasa,%,1.8100249119153327,% de la cartera de consumo,tasa,promedio
2024,06,O'Higgins,mora_consumo,tasa,%,2.0252917356661926,% de la cartera de consumo,tasa,promedio
2025,06,O'Higgins,mora_consumo,tasa,%,1.5764342963365892,% de la cartera de consumo,tasa,promedio
2009,07,Maule,mora_consumo,tasa,%,1.2453752054472575,% de la cartera de consumo,tasa,promedio
2010,07,Maule,mora_consumo,tasa,%,1.5461303866573377,% de la cartera de consumo,tasa,promedio
2011,07,Maule,mora_consumo,tasa,%,1.4557816605722274,% de la cartera de consumo,tasa,promedio
2012,07,Maule,mora_consumo,tasa,%,1.3364205727122627,% de la cartera de consumo,tasa,promedio
2013,07,Maule,mora_consumo,tasa,%,1.3730037243013633,% de la cartera de consumo,tasa,promedio
2014,07,Maule,mora_consumo,tasa,%,1.2241814832234776,% de la cartera de consumo,tasa,promedio
2015,07,Maule,mora_consumo,tasa,%,1.30480522163626,% de la cartera de consumo,tasa,promedio
2016,07,Maule,mora_consumo,tasa,%,1.2191303919103609,% de la cartera de consumo,tasa,promedio
2017,07,Maule,mora_consumo,tasa,%,1.2952410636219658,% de la cartera de consumo,tasa,promedio
2018,07,Maule,mora_consumo,tasa,%,1.292798147887645,% de la cartera de consumo,tasa,promedio
2019,07,Maule,mora_consumo,tasa,%,1.6193664017409632,% de la cartera de consumo,tasa,promedio
2020,07,Maule,mora_consumo,tasa,%,2.0155654081048824,% de la cartera de consumo,tasa,promedio
2021,07,Maule,mora_consumo,tasa,%,1.7586846084249375,% de la cartera de consumo,tasa,promedio
2022,07,Maule,mora_consumo,tasa,%,1.4751411819313434,% de la cartera de consumo,tasa,promedio
2023,07,Maule,mora_consumo,tasa,%,1.8695903672329308,% de la cartera de consumo,tasa,promedio
2024,07,Maule,mora_consumo,tasa,%,2.1213226520383817,% de la cartera de consumo,tasa,promedio
2025,07,Maule,mora_consumo,tasa,%,1.6098183659756333,% de la cartera de consumo,tasa,promedio
2009,08,Biobío,mora_consumo,tasa,%,1.3977752389016824,% de la cartera de consumo,tasa,promedio
2010,08,Biobío,mora_consumo,tasa,%,1.78604428910952,% de la cartera de consumo,tasa,promedio
2011,08,Biobío,mora_consumo,tasa,%,1.63443968869544,% de la cartera de consumo,tasa,promedio
2012,08,Biobío,mora_consumo,tasa,%,1.5306535880636816,% de la cartera de consumo,tasa,promedio
2013,08,Biobío,mora_consumo,tasa,%,1.5335488266917316,% de la cartera de consumo,tasa,promedio
2014,08,Biobío,mora_consumo,tasa,%,1.8085977245713758,% de la cartera de consumo,tasa,promedio
2015,08,Biobío,mora_consumo,tasa,%,1.3857127932490068,% de la cartera de consumo,tasa,promedio
2016,08,Biobío,mora_consumo,tasa,%,1.2097420626052775,% de la cartera de consumo,tasa,promedio
2017,08,Biobío,mora_consumo,tasa,%,1.38287446736285,% de la cartera de consumo,tasa,promedio
2018,08,Biobío,mora_consumo,tasa,%,1.4671746024664476,% de la cartera de consumo,tasa,promedio
2019,08,Biobío,mora_consumo,tasa,%,1.7730247248016433,% de la cartera de consumo,tasa,promedio
2020,08,Biobío,mora_consumo,tasa,%,2.1566803964507684,% de la cartera de consumo,tasa,promedio
2021,08,Biobío,mora_consumo,tasa,%,1.7380989352554026,% de la cartera de consumo,tasa,promedio
2022,08,Biobío,mora_consumo,tasa,%,1.308192381721645,% de la cartera de consumo,tasa,promedio
2023,08,Biobío,mora_consumo,tasa,%,1.6082572999021798,% de la cartera de consumo,tasa,promedio
2024,08,Biobío,mora_consumo,tasa,%,2.023158412745445,% de la cartera de consumo,tasa,promedio
2025,08,Biobío,mora_consumo,tasa,%,1.6692421639458308,% de la cartera de consumo,tasa,promedio
2009,09,La Araucanía,mora_consumo,tasa,%,1.3684975869388758,% de la cartera de consumo,tasa,promedio
2010,09,La Araucanía,mora_consumo,tasa,%,1.7195109118722567,% de la cartera de consumo,tasa,promedio
2011,09,La Araucanía,mora_consumo,tasa,%,1.6404153292134875,% de la cartera de consumo,tasa,promedio
2012,09,La Araucanía,mora_consumo,tasa,%,1.5332052020330709,% de la cartera de consumo,tasa,promedio
2013,09,La Araucanía,mora_consumo,tasa,%,1.4285048958534958,% de la cartera de consumo,tasa,promedio
2014,09,La Araucanía,mora_consumo,tasa,%,1.2631899711561958,% de la cartera de consumo,tasa,promedio
2015,09,La Araucanía,mora_consumo,tasa,%,1.249081042427155,% de la cartera de consumo,tasa,promedio
2016,09,La Araucanía,mora_consumo,tasa,%,1.1634310196088875,% de la cartera de consumo,tasa,promedio
2017,09,La Araucanía,mora_consumo,tasa,%,1.3230305605531842,% de la cartera de consumo,tasa,promedio
2018,09,La Araucanía,mora_consumo,tasa,%,1.3463785396147818,% de la cartera de consumo,tasa,promedio
2019,09,La Araucanía,mora_consumo,tasa,%,1.400298956165675,% de la cartera de consumo,tasa,promedio
2020,09,La Araucanía,mora_consumo,tasa,%,1.8435174761745465,% de la cartera de consumo,tasa,promedio
2021,09,La Araucanía,mora_consumo,tasa,%,1.51082118374967,% de la cartera de consumo,tasa,promedio
2022,09,La Araucanía,mora_consumo,tasa,%,1.3511490893737008,% de la cartera de consumo,tasa,promedio
2023,09,La Araucanía,mora_consumo,tasa,%,1.54175390933365,% de la cartera de consumo,tasa,promedio
2024,09,La Araucanía,mora_consumo,tasa,%,1.750048846473015,% de la cartera de consumo,tasa,promedio
2025,09,La Araucanía,mora_consumo,tasa,%,1.4187863826442975,% de la cartera de consumo,tasa,promedio
2009,10,Los Lagos,mora_consumo,tasa,%,1.4695790098281794,% de la cartera de consumo,tasa,promedio
2010,10,Los Lagos,mora_consumo,tasa,%,1.8931311304442382,% de la cartera de consumo,tasa,promedio
2011,10,Los Lagos,mora_consumo,tasa,%,1.8364010785423,% de la cartera de consumo,tasa,promedio
2012,10,Los Lagos,mora_consumo,tasa,%,1.780504431511426,% de la cartera de consumo,tasa,promedio
2013,10,Los Lagos,mora_consumo,tasa,%,1.8001158936372417,% de la cartera de consumo,tasa,promedio
2014,10,Los Lagos,mora_consumo,tasa,%,1.5491348077662674,% de la cartera de consumo,tasa,promedio
2015,10,Los Lagos,mora_consumo,tasa,%,1.3354145866824674,% de la cartera de consumo,tasa,promedio
2016,10,Los Lagos,mora_consumo,tasa,%,1.188460824061776,% de la cartera de consumo,tasa,promedio
2017,10,Los Lagos,mora_consumo,tasa,%,1.2759796917656192,% de la cartera de consumo,tasa,promedio
2018,10,Los Lagos,mora_consumo,tasa,%,1.187533681851385,% de la cartera de consumo,tasa,promedio
2019,10,Los Lagos,mora_consumo,tasa,%,1.3211354512752884,% de la cartera de consumo,tasa,promedio
2020,10,Los Lagos,mora_consumo,tasa,%,1.7133474892171625,% de la cartera de consumo,tasa,promedio
2021,10,Los Lagos,mora_consumo,tasa,%,1.2639228700140663,% de la cartera de consumo,tasa,promedio
2022,10,Los Lagos,mora_consumo,tasa,%,1.000521535296649,% de la cartera de consumo,tasa,promedio
2023,10,Los Lagos,mora_consumo,tasa,%,1.3115694617396982,% de la cartera de consumo,tasa,promedio
2024,10,Los Lagos,mora_consumo,tasa,%,1.535939951733485,% de la cartera de consumo,tasa,promedio
2025,10,Los Lagos,mora_consumo,tasa,%,1.2633785715579342,% de la cartera de consumo,tasa,promedio
2009,11,Aysén,mora_consumo,tasa,%,0.5747179033525375,% de la cartera de consumo,tasa,promedio
2010,11,Aysén,mora_consumo,tasa,%,0.34186205100369566,% de la cartera de consumo,tasa,promedio
2011,11,Aysén,mora_consumo,tasa,%,0.3851635569076844,% de la cartera de consumo,tasa,promedio
2012,11,Aysén,mora_consumo,tasa,%,0.46492666492798573,% de la cartera de consumo,tasa,promedio
2013,11,Aysén,mora_consumo,tasa,%,0.42550110355738546,% de la cartera de consumo,tasa,promedio
2014,11,Aysén,mora_consumo,tasa,%,0.5060228822075453,% de la cartera de consumo,tasa,promedio
2015,11,Aysén,mora_consumo,tasa,%,0.4478988360743561,% de la cartera de consumo,tasa,promedio
2016,11,Aysén,mora_consumo,tasa,%,0.4313087746662712,% de la cartera de consumo,tasa,promedio
2017,11,Aysén,mora_consumo,tasa,%,0.43486682460458376,% de la cartera de consumo,tasa,promedio
2018,11,Aysén,mora_consumo,tasa,%,0.4811211064162773,% de la cartera de consumo,tasa,promedio
2019,11,Aysén,mora_consumo,tasa,%,0.742026922977438,% de la cartera de consumo,tasa,promedio
2020,11,Aysén,mora_consumo,tasa,%,1.3240439428008175,% de la cartera de consumo,tasa,promedio
2021,11,Aysén,mora_consumo,tasa,%,1.0438971671246449,% de la cartera de consumo,tasa,promedio
2022,11,Aysén,mora_consumo,tasa,%,0.7597416593498069,% de la cartera de consumo,tasa,promedio
2023,11,Aysén,mora_consumo,tasa,%,0.6091565071272732,% de la cartera de consumo,tasa,promedio
2024,11,Aysén,mora_consumo,tasa,%,0.7172613804699047,% de la cartera de consumo,tasa,promedio
2025,11,Aysén,mora_consumo,tasa,%,0.661549475764214,% de la cartera de consumo,tasa,promedio
2009,12,Magallanes,mora_consumo,tasa,%,0.8584193458473971,% de la cartera de consumo,tasa,promedio
2010,12,Magallanes,mora_consumo,tasa,%,0.9091095771284204,% de la cartera de consumo,tasa,promedio
2011,12,Magallanes,mora_consumo,tasa,%,0.9457683647050845,% de la cartera de consumo,tasa,promedio
2012,12,Magallanes,mora_consumo,tasa,%,0.9137431803818462,% de la cartera de consumo,tasa,promedio
2013,12,Magallanes,mora_consumo,tasa,%,0.8176091741390152,% de la cartera de consumo,tasa,promedio
2014,12,Magallanes,mora_consumo,tasa,%,0.8398372027356809,% de la cartera de consumo,tasa,promedio
2015,12,Magallanes,mora_consumo,tasa,%,0.8228285134660743,% de la cartera de consumo,tasa,promedio
2016,12,Magallanes,mora_consumo,tasa,%,0.8031899607860195,% de la cartera de consumo,tasa,promedio
2017,12,Magallanes,mora_consumo,tasa,%,0.7964550386226431,% de la cartera de consumo,tasa,promedio
2018,12,Magallanes,mora_consumo,tasa,%,0.834432357717635,% de la cartera de consumo,tasa,promedio
2019,12,Magallanes,mora_consumo,tasa,%,1.1651057293288412,% de la cartera de consumo,tasa,promedio
2020,12,Magallanes,mora_consumo,tasa,%,1.9748579820530792,% de la cartera de consumo,tasa,promedio
2021,12,Magallanes,mora_consumo,tasa,%,1.62585098991426,% de la cartera de consumo,tasa,promedio
2022,12,Magallanes,mora_consumo,tasa,%,1.3527715003348784,% de la cartera de consumo,tasa,promedio
2023,12,Magallanes,mora_consumo,tasa,%,1.4265050459162951,% de la cartera de consumo,tasa,promedio
2024,12,Magallanes,mora_consumo,tasa,%,1.4312752415178747,% de la cartera de consumo,tasa,promedio
2025,12,Magallanes,mora_consumo,tasa,%,1.040255858497637,% de la cartera de consumo,tasa,promedio
2009,13,Metropolitana de Santiago,mora_consumo,tasa,%,3.401517011976649,% de la cartera de consumo,tasa,promedio
2010,13,Metropolitana de Santiago,mora_consumo,tasa,%,3.5806336874622136,% de la cartera de consumo,tasa,promedio
2011,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.92796688359133,% de la cartera de consumo,tasa,promedio
2012,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.7344104487129925,% de la cartera de consumo,tasa,promedio
2013,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.61277012581583,% de la cartera de consumo,tasa,promedio
2014,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.4094203136853483,% de la cartera de consumo,tasa,promedio
2015,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.3007060201826586,% de la cartera de consumo,tasa,promedio
2016,13,Metropolitana de Santiago,mora_consumo,tasa,%,1.939421131168485,% de la cartera de consumo,tasa,promedio
2017,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.175875427220551,% de la cartera de consumo,tasa,promedio
2018,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.395354201928207,% de la cartera de consumo,tasa,promedio
2019,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.901329822622808,% de la cartera de consumo,tasa,promedio
2020,13,Metropolitana de Santiago,mora_consumo,tasa,%,3.3204672654792424,% de la cartera de consumo,tasa,promedio
2021,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.55480975343995,% de la cartera de consumo,tasa,promedio
2022,13,Metropolitana de Santiago,mora_consumo,tasa,%,1.9514002228854526,% de la cartera de consumo,tasa,promedio
2023,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.3403026973777976,% de la cartera de consumo,tasa,promedio
2024,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.752210745285255,% de la cartera de consumo,tasa,promedio
2025,13,Metropolitana de Santiago,mora_consumo,tasa,%,2.2322623918574993,% de la cartera de consumo,tasa,promedio
2009,14,Los Ríos,mora_consumo,tasa,%,0.9736690341671185,% de la cartera de consumo,tasa,promedio
2010,14,Los Ríos,mora_consumo,tasa,%,1.0819628283308704,% de la cartera de consumo,tasa,promedio
2011,14,Los Ríos,mora_consumo,tasa,%,1.071302815934985,% de la cartera de consumo,tasa,promedio
2012,14,Los Ríos,mora_consumo,tasa,%,0.98389446630547,% de la cartera de consumo,tasa,promedio
2013,14,Los Ríos,mora_consumo,tasa,%,0.8716609420861539,% de la cartera de consumo,tasa,promedio
2014,14,Los Ríos,mora_consumo,tasa,%,0.9198184705333996,% de la cartera de consumo,tasa,promedio
2015,14,Los Ríos,mora_consumo,tasa,%,0.9349827957585854,% de la cartera de consumo,tasa,promedio
2016,14,Los Ríos,mora_consumo,tasa,%,0.8574306597857716,% de la cartera de consumo,tasa,promedio
2017,14,Los Ríos,mora_consumo,tasa,%,0.8888400928162273,% de la cartera de consumo,tasa,promedio
2018,14,Los Ríos,mora_consumo,tasa,%,0.9008936471548159,% de la cartera de consumo,tasa,promedio
2019,14,Los Ríos,mora_consumo,tasa,%,1.0285095581009336,% de la cartera de consumo,tasa,promedio
2020,14,Los Ríos,mora_consumo,tasa,%,1.2999026218742629,% de la cartera de consumo,tasa,promedio
2021,14,Los Ríos,mora_consumo,tasa,%,0.9085682378896712,% de la cartera de consumo,tasa,promedio
2022,14,Los Ríos,mora_consumo,tasa,%,0.7202865877541371,% de la cartera de consumo,tasa,promedio
2023,14,Los Ríos,mora_consumo,tasa,%,0.9175088542177517,% de la cartera de consumo,tasa,promedio
2024,14,Los Ríos,mora_consumo,tasa,%,1.219955449100801,% de la cartera de consumo,tasa,promedio
2025,14,Los Ríos,mora_consumo,tasa,%,0.9807923996992901,% de la cartera de consumo,tasa,promedio
2009,15,Arica y Parinacota,mora_consumo,tasa,%,1.2980890442735482,% de la cartera de consumo,tasa,promedio
2010,15,Arica y Parinacota,mora_consumo,tasa,%,1.7071750027540251,% de la cartera de consumo,tasa,promedio
2011,15,Arica y Parinacota,mora_consumo,tasa,%,1.7288601232973424,% de la cartera de consumo,tasa,promedio
2012,15,Arica y Parinacota,mora_consumo,tasa,%,1.683135791440615,% de la cartera de consumo,tasa,promedio
2013,15,Arica y Parinacota,mora_consumo,tasa,%,1.534885784500286,% de la cartera de consumo,tasa,promedio
2014,15,Arica y Parinacota,mora_consumo,tasa,%,1.2841109074118917,% de la cartera de consumo,tasa,promedio
2015,15,Arica y Parinacota,mora_consumo,tasa,%,1.05104139908835,% de la cartera de consumo,tasa,promedio
2016,15,Arica y Parinacota,mora_consumo,tasa,%,1.0792990023290796,% de la cartera de consumo,tasa,promedio
2017,15,Arica y Parinacota,mora_consumo,tasa,%,1.2399574616176574,% de la cartera de consumo,tasa,promedio
2018,15,Arica y Parinacota,mora_consumo,tasa,%,1.151545942773233,% de la cartera de consumo,tasa,promedio
2019,15,Arica y Parinacota,mora_consumo,tasa,%,1.40296795027255,% de la cartera de consumo,tasa,promedio
2020,15,Arica y Parinacota,mora_consumo,tasa,%,2.0962122876094593,% de la cartera de consumo,tasa,promedio
2021,15,Arica y Parinacota,mora_consumo,tasa,%,1.7012873323945759,% de la cartera de consumo,tasa,promedio
2022,15,Arica y Parinacota,mora_consumo,tasa,%,1.2033254587055817,% de la cartera de consumo,tasa,promedio
2023,15,Arica y Parinacota,mora_consumo,tasa,%,1.6296319402933757,% de la cartera de consumo,tasa,promedio
2024,15,Arica y Parinacota,mora_consumo,tasa,%,1.8193759279784907,% de la cartera de consumo,tasa,promedio
2025,15,Arica y Parinacota,mora_consumo,tasa,%,1.4301547932767933,% de la cartera de consumo,tasa,promedio
2018,16,Ñuble,mora_consumo,tasa,%,0.961266506694827,% de la cartera de consumo,tasa,promedio
2019,16,Ñuble,mora_consumo,tasa,%,1.2304568928024975,% de la cartera de consumo,tasa,promedio
2020,16,Ñuble,mora_consumo,tasa,%,1.6593837399234233,% de la cartera de consumo,tasa,promedio
2021,16,Ñuble,mora_consumo,tasa,%,1.8270458109268057,% de la cartera de consumo,tasa,promedio
2022,16,Ñuble,mora_consumo,tasa,%,1.4475516773431858,% de la cartera de consumo,tasa,promedio
2023,16,Ñuble,mora_consumo,tasa,%,1.4573537459431785,% de la cartera de consumo,tasa,promedio
2024,16,Ñuble,mora_consumo,tasa,%,1.7949210285032509,% de la cartera de consumo,tasa,promedio
2025,16,Ñuble,mora_consumo,tasa,%,1.3840559651249515,% de la cartera de consumo,tasa,promedio
2009,01,Tarapacá,mora_vivienda,tasa,%,1.0890258875985175,% de la cartera de vivienda,tasa,promedio
2010,01,Tarapacá,mora_vivienda,tasa,%,1.0420220194643597,% de la cartera de vivienda,tasa,promedio
2011,01,Tarapacá,mora_vivienda,tasa,%,1.12319404985917,% de la cartera de vivienda,tasa,promedio
2012,01,Tarapacá,mora_vivienda,tasa,%,0.8341037271129915,% de la cartera de vivienda,tasa,promedio
2013,01,Tarapacá,mora_vivienda,tasa,%,0.5631352744806676,% de la cartera de vivienda,tasa,promedio
2014,01,Tarapacá,mora_vivienda,tasa,%,0.46032422728921846,% de la cartera de vivienda,tasa,promedio
2015,01,Tarapacá,mora_vivienda,tasa,%,0.38584376010718585,% de la cartera de vivienda,tasa,promedio
2016,01,Tarapacá,mora_vivienda,tasa,%,0.47553879712697955,% de la cartera de vivienda,tasa,promedio
2017,01,Tarapacá,mora_vivienda,tasa,%,0.5216962816545023,% de la cartera de vivienda,tasa,promedio
2018,01,Tarapacá,mora_vivienda,tasa,%,0.62066708730729,% de la cartera de vivienda,tasa,promedio
2019,01,Tarapacá,mora_vivienda,tasa,%,0.6117918312289313,% de la cartera de vivienda,tasa,promedio
2020,01,Tarapacá,mora_vivienda,tasa,%,0.7123523092938223,% de la cartera de vivienda,tasa,promedio
2021,01,Tarapacá,mora_vivienda,tasa,%,0.4816271289601763,% de la cartera de vivienda,tasa,promedio
