anio,region_id,region_display,indicador,unidad,eje_espacial,valor,indice_base100,unidad_original,dimension,agregacion
2022,01,Tarapacá,viviendas_autorizadas,unidades,True,1965.0,71.14409847936278,unidades,conteo,total
2023,01,Tarapacá,viviendas_autorizadas,unidades,True,1924.0,69.65966690803765,unidades,conteo,total
2024,01,Tarapacá,viviendas_autorizadas,unidades,True,2769.0,100.25343953656771,unidades,conteo,total
2025,01,Tarapacá,viviendas_autorizadas,unidades,True,1850.0,66.9804489500362,unidades,conteo,total
2014,02,Antofagasta,viviendas_autorizadas,unidades,True,5985.0,100.0,unidades,conteo,total
2015,02,Antofagasta,viviendas_autorizadas,unidades,True,4091.0,68.35421888053467,unidades,conteo,total
2016,02,Antofagasta,viviendas_autorizadas,unidades,True,2331.0,38.94736842105263,unidades,conteo,total
2017,02,Antofagasta,viviendas_autorizadas,unidades,True,3058.0,51.09440267335004,unidades,conteo,total
2018,02,Antofagasta,viviendas_autorizadas,unidades,True,3228.0,53.93483709273183,unidades,conteo,total
2019,02,Antofagasta,viviendas_autorizadas,unidades,True,6339.0,105.91478696741855,unidades,conteo,total
2020,02,Antofagasta,viviendas_autorizadas,unidades,True,2230.0,37.25981620718463,unidades,conteo,total
2021,02,Antofagasta,viviendas_autorizadas,unidades,True,5914.0,98.81370091896407,unidades,conteo,total
2022,02,Antofagasta,viviendas_autorizadas,unidades,True,4306.0,71.94653299916457,unidades,conteo,total
2023,02,Antofagasta,viviendas_autorizadas,unidades,True,2810.0,46.950710108604845,unidades,conteo,total
2024,02,Antofagasta,viviendas_autorizadas,unidades,True,2669.0,44.59482038429407,unidades,conteo,total
2025,02,Antofagasta,viviendas_autorizadas,unidades,True,2368.0,39.565580618212195,unidades,conteo,total
2014,03,Atacama,viviendas_autorizadas,unidades,True,1738.0,100.0,unidades,conteo,total
2015,03,Atacama,viviendas_autorizadas,unidades,True,3044.0,175.14384349827387,unidades,conteo,total
2016,03,Atacama,viviendas_autorizadas,unidades,True,1033.0,59.4361334867664,unidades,conteo,total
2017,03,Atacama,viviendas_autorizadas,unidades,True,2571.0,147.92865362485617,unidades,conteo,total
2018,03,Atacama,viviendas_autorizadas,unidades,True,1793.0,103.16455696202532,unidades,conteo,total
2019,03,Atacama,viviendas_autorizadas,unidades,True,1443.0,83.02646720368239,unidades,conteo,total
2020,03,Atacama,viviendas_autorizadas,unidades,True,1785.0,102.70425776754891,unidades,conteo,total
2021,03,Atacama,viviendas_autorizadas,unidades,True,2462.0,141.6570771001151,unidades,conteo,total
2022,03,Atacama,viviendas_autorizadas,unidades,True,1857.0,106.84695051783659,unidades,conteo,total
2023,03,Atacama,viviendas_autorizadas,unidades,True,1520.0,87.45684695051784,unidades,conteo,total
2024,03,Atacama,viviendas_autorizadas,unidades,True,2549.0,146.66283084004604,unidades,conteo,total
2025,03,Atacama,viviendas_autorizadas,unidades,True,983.0,56.55926352128884,unidades,conteo,total
2014,04,Coquimbo,viviendas_autorizadas,unidades,True,8957.0,100.0,unidades,conteo,total
2015,04,Coquimbo,viviendas_autorizadas,unidades,True,9421.0,105.18030590599531,unidades,conteo,total
2016,04,Coquimbo,viviendas_autorizadas,unidades,True,7236.0,80.78597744780619,unidades,conteo,total
2017,04,Coquimbo,viviendas_autorizadas,unidades,True,9367.0,104.57742547728034,unidades,conteo,total
2018,04,Coquimbo,viviendas_autorizadas,unidades,True,7579.0,84.61538461538461,unidades,conteo,total
2019,04,Coquimbo,viviendas_autorizadas,unidades,True,9446.0,105.45941721558557,unidades,conteo,total
2020,04,Coquimbo,viviendas_autorizadas,unidades,True,6609.0,73.78586580328235,unidades,conteo,total
2021,04,Coquimbo,viviendas_autorizadas,unidades,True,7673.0,85.66484313944402,unidades,conteo,total
2022,04,Coquimbo,viviendas_autorizadas,unidades,True,7210.0,80.49570168583232,unidades,conteo,total
2023,04,Coquimbo,viviendas_autorizadas,unidades,True,6565.0,73.29462989840349,unidades,conteo,total
2024,04,Coquimbo,viviendas_autorizadas,unidades,True,5824.0,65.02177068214804,unidades,conteo,total
2025,04,Coquimbo,viviendas_autorizadas,unidades,True,3835.0,42.81567489114659,unidades,conteo,total
2014,05,Valparaíso,viviendas_autorizadas,unidades,True,16647.0,100.0,unidades,conteo,total
2015,05,Valparaíso,viviendas_autorizadas,unidades,True,24280.0,145.85210548447168,unidades,conteo,total
2016,05,Valparaíso,viviendas_autorizadas,unidades,True,16209.0,97.36889529644981,unidades,conteo,total
2017,05,Valparaíso,viviendas_autorizadas,unidades,True,17617.0,105.82687571334175,unidades,conteo,total
2018,05,Valparaíso,viviendas_autorizadas,unidades,True,22070.0,132.57644019943532,unidades,conteo,total
2019,05,Valparaíso,viviendas_autorizadas,unidades,True,16023.0,96.25157686069562,unidades,conteo,total
2020,05,Valparaíso,viviendas_autorizadas,unidades,True,13541.0,81.34198354057789,unidades,conteo,total
2021,05,Valparaíso,viviendas_autorizadas,unidades,True,11815.0,70.97374902384814,unidades,conteo,total
2022,05,Valparaíso,viviendas_autorizadas,unidades,True,8816.0,52.95849101940289,unidades,conteo,total
2023,05,Valparaíso,viviendas_autorizadas,unidades,True,8202.0,49.270138763741215,unidades,conteo,total
2024,05,Valparaíso,viviendas_autorizadas,unidades,True,9096.0,54.64047576139845,unidades,conteo,total
2025,05,Valparaíso,viviendas_autorizadas,unidades,True,8068.0,48.46518892292906,unidades,conteo,total
2014,06,O'Higgins,viviendas_autorizadas,unidades,True,8991.0,100.0,unidades,conteo,total
2015,06,O'Higgins,viviendas_autorizadas,unidades,True,10098.0,112.31231231231232,unidades,conteo,total
2016,06,O'Higgins,viviendas_autorizadas,unidades,True,5779.0,64.27538649760872,unidades,conteo,total
2017,06,O'Higgins,viviendas_autorizadas,unidades,True,8800.0,97.87565343120899,unidades,conteo,total
2018,06,O'Higgins,viviendas_autorizadas,unidades,True,7213.0,80.22466911355801,unidades,conteo,total
2019,06,O'Higgins,viviendas_autorizadas,unidades,True,8414.0,93.58247136024914,unidades,conteo,total
2020,06,O'Higgins,viviendas_autorizadas,unidades,True,5901.0,65.6322989656323,unidades,conteo,total
2021,06,O'Higgins,viviendas_autorizadas,unidades,True,7187.0,79.93549104660215,unidades,conteo,total
2022,06,O'Higgins,viviendas_autorizadas,unidades,True,5787.0,64.36436436436436,unidades,conteo,total
2023,06,O'Higgins,viviendas_autorizadas,unidades,True,5419.0,60.27138249360472,unidades,conteo,total
2024,06,O'Higgins,viviendas_autorizadas,unidades,True,6156.0,68.46846846846847,unidades,conteo,total
2025,06,O'Higgins,viviendas_autorizadas,unidades,True,6465.0,71.90523857190524,unidades,conteo,total
2014,07,Maule,viviendas_autorizadas,unidades,True,13066.0,100.0,unidades,conteo,total
2015,07,Maule,viviendas_autorizadas,unidades,True,12605.0,96.4717587632022,unidades,conteo,total
2016,07,Maule,viviendas_autorizadas,unidades,True,9518.0,72.8455533445584,unidades,conteo,total
2017,07,Maule,viviendas_autorizadas,unidades,True,10217.0,78.19531608755548,unidades,conteo,total
2018,07,Maule,viviendas_autorizadas,unidades,True,14888.0,113.94458900964335,unidades,conteo,total
2019,07,Maule,viviendas_autorizadas,unidades,True,14716.0,112.62819531608756,unidades,conteo,total
2020,07,Maule,viviendas_autorizadas,unidades,True,11239.0,86.01714373182305,unidades,conteo,total
2021,07,Maule,viviendas_autorizadas,unidades,True,8459.0,64.74054798714221,unidades,conteo,total
2022,07,Maule,viviendas_autorizadas,unidades,True,8332.0,63.76855962038879,unidades,conteo,total
2023,07,Maule,viviendas_autorizadas,unidades,True,9647.0,73.83284861472524,unidades,conteo,total
2024,07,Maule,viviendas_autorizadas,unidades,True,8020.0,61.38068268789224,unidades,conteo,total
2025,07,Maule,viviendas_autorizadas,unidades,True,7668.0,58.68666768712689,unidades,conteo,total
2014,08,Biobío,viviendas_autorizadas,unidades,True,24803.0,100.0,unidades,conteo,total
2015,08,Biobío,viviendas_autorizadas,unidades,True,27365.0,110.32939563762449,unidades,conteo,total
2016,08,Biobío,viviendas_autorizadas,unidades,True,19042.0,76.77297101157119,unidades,conteo,total
2017,08,Biobío,viviendas_autorizadas,unidades,True,23159.0,93.37176954400677,unidades,conteo,total
2018,08,Biobío,viviendas_autorizadas,unidades,True,23354.0,94.15796476232714,unidades,conteo,total
2019,08,Biobío,viviendas_autorizadas,unidades,True,17800.0,71.765512236423,unidades,conteo,total
2020,08,Biobío,viviendas_autorizadas,unidades,True,13197.0,53.20727331371205,unidades,conteo,total
2021,08,Biobío,viviendas_autorizadas,unidades,True,14106.0,56.87215256219006,unidades,conteo,total
2022,08,Biobío,viviendas_autorizadas,unidades,True,15660.0,63.13752368665081,unidades,conteo,total
2023,08,Biobío,viviendas_autorizadas,unidades,True,9307.0,37.52368665080837,unidades,conteo,total
2024,08,Biobío,viviendas_autorizadas,unidades,True,10165.0,40.982945611417975,unidades,conteo,total
2025,08,Biobío,viviendas_autorizadas,unidades,True,6591.0,26.57339837922832,unidades,conteo,total
2014,09,La Araucanía,viviendas_autorizadas,unidades,True,10401.0,100.0,unidades,conteo,total
2015,09,La Araucanía,viviendas_autorizadas,unidades,True,13667.0,131.40082684357273,unidades,conteo,total
2016,09,La Araucanía,viviendas_autorizadas,unidades,True,8890.0,85.47255071627728,unidades,conteo,total
2017,09,La Araucanía,viviendas_autorizadas,unidades,True,14034.0,134.92933371791173,unidades,conteo,total
2018,09,La Araucanía,viviendas_autorizadas,unidades,True,16710.0,160.6576290741275,unidades,conteo,total
2019,09,La Araucanía,viviendas_autorizadas,unidades,True,15925.0,153.11027785789827,unidades,conteo,total
2020,09,La Araucanía,viviendas_autorizadas,unidades,True,9970.0,95.85616767618498,unidades,conteo,total
2021,09,La Araucanía,viviendas_autorizadas,unidades,True,9995.0,96.09652917988655,unidades,conteo,total
2022,09,La Araucanía,viviendas_autorizadas,unidades,True,7896.0,75.91577732910297,unidades,conteo,total
2023,09,La Araucanía,viviendas_autorizadas,unidades,True,10775.0,103.59580809537545,unidades,conteo,total
2024,09,La Araucanía,viviendas_autorizadas,unidades,True,6219.0,59.792327660801845,unidades,conteo,total
2025,09,La Araucanía,viviendas_autorizadas,unidades,True,8681.0,83.46312854533218,unidades,conteo,total
2014,10,Los Lagos,viviendas_autorizadas,unidades,True,6884.0,100.0,unidades,conteo,total
2015,10,Los Lagos,viviendas_autorizadas,unidades,True,7712.0,112.02789076118536,unidades,conteo,total
2016,10,Los Lagos,viviendas_autorizadas,unidades,True,5411.0,78.60255665310866,unidades,conteo,total
2017,10,Los Lagos,viviendas_autorizadas,unidades,True,7935.0,115.26728646135967,unidades,conteo,total
2018,10,Los Lagos,viviendas_autorizadas,unidades,True,7947.0,115.44160371876816,unidades,conteo,total
2019,10,Los Lagos,viviendas_autorizadas,unidades,True,9276.0,134.7472399767577,unidades,conteo,total
2020,10,Los Lagos,viviendas_autorizadas,unidades,True,4168.0,60.54619407321325,unidades,conteo,total
2021,10,Los Lagos,viviendas_autorizadas,unidades,True,6286.0,91.31319000581057,unidades,conteo,total
2022,10,Los Lagos,viviendas_autorizadas,unidades,True,3665.0,53.23939570017432,unidades,conteo,total
2023,10,Los Lagos,viviendas_autorizadas,unidades,True,7390.0,107.35037768739105,unidades,conteo,total
2024,10,Los Lagos,viviendas_autorizadas,unidades,True,6976.0,101.33643230679837,unidades,conteo,total
2025,10,Los Lagos,viviendas_autorizadas,unidades,True,6374.0,92.59151656013945,unidades,conteo,total
2014,11,Aysén,viviendas_autorizadas,unidades,True,1047.0,100.0,unidades,conteo,total
2015,11,Aysén,viviendas_autorizadas,unidades,True,697.0,66.57115568290354,unidades,conteo,total
2016,11,Aysén,viviendas_autorizadas,unidades,True,895.0,85.48233046800382,unidades,conteo,total
2017,11,Aysén,viviendas_autorizadas,unidades,True,1021.0,97.51671442215854,unidades,conteo,total
2018,11,Aysén,viviendas_autorizadas,unidades,True,777.0,74.21203438395415,unidades,conteo,total
2019,11,Aysén,viviendas_autorizadas,unidades,True,724.0,69.14995224450811,unidades,conteo,total
2020,11,Aysén,viviendas_autorizadas,unidades,True,881.0,84.14517669531996,unidades,conteo,total
2021,11,Aysén,viviendas_autorizadas,unidades,True,350.0,33.42884431709646,unidades,conteo,total
2022,11,Aysén,viviendas_autorizadas,unidades,True,741.0,70.77363896848138,unidades,conteo,total
2023,11,Aysén,viviendas_autorizadas,unidades,True,472.0,45.08118433619866,unidades,conteo,total
2024,11,Aysén,viviendas_autorizadas,unidades,True,1322.0,126.26552053486151,unidades,conteo,total
2025,11,Aysén,viviendas_autorizadas,unidades,True,904.0,86.34192932187202,unidades,conteo,total
2014,12,Magallanes,viviendas_autorizadas,unidades,True,1300.0,100.0,unidades,conteo,total
2015,12,Magallanes,viviendas_autorizadas,unidades,True,1043.0,80.23076923076923,unidades,conteo,total
2016,12,Magallanes,viviendas_autorizadas,unidades,True,1139.0,87.61538461538461,unidades,conteo,total
2017,12,Magallanes,viviendas_autorizadas,unidades,True,1513.0,116.38461538461539,unidades,conteo,total
2018,12,Magallanes,viviendas_autorizadas,unidades,True,2368.0,182.15384615384616,unidades,conteo,total
2019,12,Magallanes,viviendas_autorizadas,unidades,True,1373.0,105.61538461538461,unidades,conteo,total
2020,12,Magallanes,viviendas_autorizadas,unidades,True,623.0,47.92307692307692,unidades,conteo,total
2021,12,Magallanes,viviendas_autorizadas,unidades,True,927.0,71.3076923076923,unidades,conteo,total
2022,12,Magallanes,viviendas_autorizadas,unidades,True,803.0,61.76923076923077,unidades,conteo,total
2023,12,Magallanes,viviendas_autorizadas,unidades,True,540.0,41.53846153846154,unidades,conteo,total
2024,12,Magallanes,viviendas_autorizadas,unidades,True,838.0,64.46153846153847,unidades,conteo,total
2025,12,Magallanes,viviendas_autorizadas,unidades,True,518.0,39.84615384615385,unidades,conteo,total
2014,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,69218.0,100.0,unidades,conteo,total
2015,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,80163.0,115.81236094657459,unidades,conteo,total
2016,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,63868.0,92.27079661359762,unidades,conteo,total
2017,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,53339.0,77.05943540697507,unidades,conteo,total
2018,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,64909.0,93.77474067439105,unidades,conteo,total
2019,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,74696.0,107.9141263833107,unidades,conteo,total
2020,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,56340.0,81.39501285792713,unidades,conteo,total
2021,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,74429.0,107.52838856944726,unidades,conteo,total
2022,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,56857.0,82.14192840012713,unidades,conteo,total
2023,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,32268.0,46.61793175185645,unidades,conteo,total
2024,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,28935.0,41.80271027767344,unidades,conteo,total
2025,13,Metropolitana de Santiago,viviendas_autorizadas,unidades,True,25154.0,36.340258314311306,unidades,conteo,total
2014,14,Los Ríos,viviendas_autorizadas,unidades,True,2817.0,100.0,unidades,conteo,total
2015,14,Los Ríos,viviendas_autorizadas,unidades,True,3545.0,125.84309549165779,unidades,conteo,total
2016,14,Los Ríos,viviendas_autorizadas,unidades,True,3226.0,114.51899183528576,unidades,conteo,total
2017,14,Los Ríos,viviendas_autorizadas,unidades,True,4325.0,153.53212637557687,unidades,conteo,total
2018,14,Los Ríos,viviendas_autorizadas,unidades,True,5887.0,208.98118565850194,unidades,conteo,total
2019,14,Los Ríos,viviendas_autorizadas,unidades,True,3620.0,128.50550230741925,unidades,conteo,total
2020,14,Los Ríos,viviendas_autorizadas,unidades,True,3001.0,106.53177138800142,unidades,conteo,total
2021,14,Los Ríos,viviendas_autorizadas,unidades,True,3384.0,120.12779552715655,unidades,conteo,total
2022,14,Los Ríos,viviendas_autorizadas,unidades,True,2513.0,89.20837770678027,unidades,conteo,total
2023,14,Los Ríos,viviendas_autorizadas,unidades,True,1443.0,51.22470713525026,unidades,conteo,total
2024,14,Los Ríos,viviendas_autorizadas,unidades,True,1509.0,53.56762513312034,unidades,conteo,total
2025,14,Los Ríos,viviendas_autorizadas,unidades,True,2135.0,75.78984735534256,unidades,conteo,total
2014,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,1206.0,100.0,unidades,conteo,total
2015,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,2333.0,193.44941956882255,unidades,conteo,total
2016,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,1199.0,99.4195688225539,unidades,conteo,total
2017,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,1856.0,153.8971807628524,unidades,conteo,total
2018,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,1944.0,161.19402985074626,unidades,conteo,total
2019,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,1886.0,156.38474295190713,unidades,conteo,total
2020,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,2899.0,240.38142620232173,unidades,conteo,total
2021,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,1656.0,137.3134328358209,unidades,conteo,total
2022,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,1311.0,108.70646766169155,unidades,conteo,total
2023,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,716.0,59.3698175787728,unidades,conteo,total
2024,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,2357.0,195.43946932006634,unidades,conteo,total
2025,15,Arica y Parinacota,viviendas_autorizadas,unidades,True,1933.0,160.28192371475953,unidades,conteo,total
2018,16,Ñuble,viviendas_autorizadas,unidades,True,869.0,,unidades,conteo,total
2019,16,Ñuble,viviendas_autorizadas,unidades,True,5949.0,,unidades,conteo,total
2020,16,Ñuble,viviendas_autorizadas,unidades,True,4714.0,,unidades,conteo,total
2021,16,Ñuble,viviendas_autorizadas,unidades,True,5472.0,,unidades,conteo,total
2022,16,Ñuble,viviendas_autorizadas,unidades,True,6090.0,,unidades,conteo,total
2023,16,Ñuble,viviendas_autorizadas,unidades,True,5657.0,,unidades,conteo,total
2024,16,Ñuble,viviendas_autorizadas,unidades,True,6568.0,,unidades,conteo,total
2025,16,Ñuble,viviendas_autorizadas,unidades,True,6298.0,,unidades,conteo,total
